Outer-Loop Fold #,rank_test_score,mean_test_score,mean_train_score,alpha,degree,gamma,kernel,,std_test_score,std_train_score
3,91,0.569074052,0.588401217,0.01,3,0.1,polynomial,,0.015036299,0.005510313
3,92,0.569062314,0.612481703,0.05,4,0.5,polynomial,,0.018178363,0.005994683
3,93,0.568894511,0.590717205,0.05,5,0.1,polynomial,,0.017495749,0.005163093
3,94,0.568829595,0.606065353,0.1,3,1,polynomial,,0.017155689,0.006021203
3,95,0.568666811,0.606422206,0.07,3,0.9,polynomial,,0.017144872,0.006016429
3,96,0.568377685,0.606519803,0.09,3,1,polynomial,,0.017124962,0.006017789
3,97,0.568350836,0.58147188,0.07,2,0.3,polynomial,,0.015571789,0.005040437
3,98,0.568194336,0.607214453,0.03,3,0.7,polynomial,,0.017086096,0.006000856
3,99,0.568189642,0.612432113,0.05,5,0.3,polynomial,,0.017708258,0.006066965
3,100,0.567987383,0.587883677,0.03,4,0.1,polynomial,,0.016435609,0.005362126
3,101,0.567541279,0.58027546,0.03,,0.1,rbf,,0.017057841,0.004837488
3,102,0.56752757,0.608051638,0.01,3,0.5,polynomial,,0.016930493,0.005975173
3,103,0.567351208,0.587671567,0.07,5,0.1,polynomial,,0.017742728,0.005132963
3,104,0.567249546,0.579859198,0.09,2,0.3,polynomial,,0.015776848,0.004972971
3,105,0.56715967,0.607559953,0.07,3,1,polynomial,,0.017053466,0.006007075
3,106,0.567019099,0.607794182,0.05,3,0.9,polynomial,,0.017034197,0.006000899
3,107,0.566909908,0.581129052,0.01,2,0.1,polynomial,,0.013641636,0.004964265
3,108,0.566745149,0.579129569,0.1,2,0.3,polynomial,,0.015900691,0.004946856
3,109,0.566328929,0.584048132,0.05,4,0.1,polynomial,,0.016497631,0.005228671
3,110,0.566238324,0.585377524,0.09,5,0.1,polynomial,,0.017954805,0.005107654
3,111,0.566165342,0.576769426,0.05,,0.1,rbf,,0.018178429,0.004717142
3,112,0.566001935,0.581793749,0.03,3,0.1,polynomial,,0.014784105,0.005067845
3,113,0.565780014,0.584416057,0.1,5,0.1,polynomial,,0.018052239,0.005096037
3,114,0.56561625,0.6142771,0.1,4,0.7,polynomial,,0.019658518,0.006178139
3,115,0.565478976,0.614820065,0.03,4,0.5,polynomial,,0.019137617,0.006174516
3,116,0.565256375,0.608871584,0.05,3,1,polynomial,,0.016979596,0.005990215
3,117,0.565240375,0.581557761,0.07,4,0.1,polynomial,,0.016677566,0.005126635
3,118,0.564934448,0.574172338,0.07,,0.1,rbf,,0.019170305,0.00467633
3,119,0.564860254,0.614787175,0.09,4,0.7,polynomial,,0.019920379,0.006217137
3,120,0.564378993,0.579683377,0.09,4,0.1,polynomial,,0.016906511,0.005047954
3,121,0.564337171,0.57852013,0.05,3,0.1,polynomial,,0.015227276,0.004874447
3,122,0.563993526,0.578883567,0.1,4,0.1,polynomial,,0.0170305,0.005015302
3,123,0.563951888,0.609719367,0.03,3,0.9,polynomial,,0.016927756,0.005974774
3,124,0.563832586,0.615037769,0.03,5,0.3,polynomial,,0.018848901,0.00630028
3,125,0.563752628,0.572015875,0.09,,0.1,rbf,,0.019984162,0.004672028
3,126,0.56317368,0.571044149,0.1,,0.1,rbf,,0.020332209,0.004677534
3,127,0.563077084,0.616028697,0.07,4,0.7,polynomial,,0.020673452,0.00630646
3,128,0.562986935,0.576091313,0.07,3,0.1,polynomial,,0.015837728,0.004770384
3,129,0.561981169,0.610746862,0.03,3,1,polynomial,,0.016998092,0.005966099
3,130,0.561856504,0.573858229,0.03,2,0.1,polynomial,,0.014720448,0.004758658
3,131,0.561765982,0.574046728,0.09,3,0.1,polynomial,,0.016487011,0.004709096
3,132,0.561295336,0.611209294,0.01,3,0.7,polynomial,,0.0168348,0.005946188
3,133,0.561185399,0.573115636,0.1,3,0.1,polynomial,,0.016809675,0.004688308
3,134,0.56083017,0.617757728,0.05,4,0.7,polynomial,,0.022099899,0.006414364
3,135,0.559397501,0.618566061,0.1,4,0.9,polynomial,,0.02367781,0.006487743
3,136,0.558779947,0.619147268,0.09,4,0.9,polynomial,,0.02438033,0.006515365
3,137,0.558659337,0.569218041,0.05,2,0.1,polynomial,,0.016311172,0.004728689
3,138,0.558601661,0.620418798,0.01,4,0.5,polynomial,,0.024263292,0.006484021
3,139,0.557957623,0.620548368,0.03,4,0.7,polynomial,,0.025528241,0.006540542
3,140,0.557414924,0.620566429,0.07,4,0.9,polynomial,,0.026312601,0.006571094
3,141,0.557154459,0.620587227,0.1,4,1,polynomial,,0.026648854,0.006582116
3,142,0.557075001,0.613677888,0.01,3,0.9,polynomial,,0.017868868,0.005933845
3,143,0.556606769,0.621198926,0.09,4,1,polynomial,,0.027543949,0.006600771
3,144,0.556249464,0.565712506,0.07,2,0.1,polynomial,,0.017738825,0.004751699
3,145,0.555967023,0.614795914,0.01,3,1,polynomial,,0.019135486,0.005924689
3,146,0.555731544,0.62253401,0.05,4,0.9,polynomial,,0.029226566,0.006621834
3,147,0.555311521,0.622686258,0.07,4,1,polynomial,,0.029707684,0.006633995
3,148,0.555245457,0.621217808,0.01,5,0.3,polynomial,,0.024314922,0.006623943
3,149,0.554904685,0.618767228,0.1,5,0.5,polynomial,,0.02358018,0.006625043
3,150,0.554317445,0.56290974,0.09,2,0.1,polynomial,,0.018930666,0.004802053
3,151,0.554113066,0.619421948,0.09,5,0.5,polynomial,,0.024270391,0.006653143
3,152,0.553478111,0.561698431,0.1,2,0.1,polynomial,,0.019443743,0.00483306
3,153,0.553278499,0.624730249,0.05,4,1,polynomial,,0.031975729,0.006654802
3,154,0.552542583,0.625637042,0.03,4,0.9,polynomial,,0.032329785,0.006648905
3,155,0.552373654,0.621014875,0.07,5,0.5,polynomial,,0.026185161,0.00670517
3,156,0.551351418,0.627104836,0.01,4,0.7,polynomial,,0.032111485,0.006625854
3,157,0.550341036,0.623215175,0.05,5,0.5,polynomial,,0.029308251,0.006740081
3,158,0.547547639,0.62790739,0.03,4,1,polynomial,,0.030279617,0.006645941
3,159,0.547398597,0.62667783,0.03,5,0.5,polynomial,,0.03454711,0.006720795
3,160,0.543699485,0.627573311,0.1,5,0.7,polynomial,,0.036677048,0.006719748
3,161,0.54281979,0.628322668,0.09,5,0.7,polynomial,,0.03735321,0.006702189
3,162,0.540166569,0.630114262,0.07,5,0.7,polynomial,,0.03820424,0.006653807
3,163,0.534865706,0.632510036,0.05,5,0.7,polynomial,,0.037003516,0.006584734
3,164,0.531911924,0.634277414,0.01,5,0.5,polynomial,,0.034298263,0.006544695
3,165,0.525662869,0.632479119,0.01,4,0.9,polynomial,,0.015782381,0.006601794
3,166,0.524613937,0.634995192,0.1,5,0.9,polynomial,,0.031924038,0.006511091
3,167,0.521530295,0.635751512,0.09,5,0.9,polynomial,,0.029965846,0.00649448
3,168,0.521525679,0.636113195,0.03,5,0.7,polynomial,,0.029453586,0.006500949
3,169,0.513013854,0.637547219,0.07,5,0.9,polynomial,,0.025629269,0.006463842
3,170,0.509141751,0.638204,0.1,5,1,polynomial,,0.024470051,0.006448018
3,171,0.504958083,0.63895913,0.09,5,1,polynomial,,0.024342118,0.006440457
3,172,0.501705786,0.634770038,0.01,4,1,polynomial,,0.046126201,0.006595689
3,173,0.499182668,0.639938019,0.05,5,0.9,polynomial,,0.026494704,0.006443431
3,174,0.493989257,0.640757156,0.07,5,1,polynomial,,0.029408421,0.006431114
3,175,0.477104648,0.64316821,0.05,5,1,polynomial,,0.046880495,0.006433958
3,176,0.473140063,0.643570457,0.03,5,0.9,polynomial,,0.052058015,0.00644891
3,177,0.468772627,0.643770269,0.01,5,0.7,polynomial,,0.058471793,0.006484625
3,178,0.444361699,0.646878646,0.03,5,1,polynomial,,0.091089269,0.006455022
3,179,0.366629868,0.651672888,0.01,5,0.9,polynomial,,0.2117689,0.006496792
3,180,0.257297604,0.655272255,0.01,5,1,polynomial,,0.397098985,0.006483887
