Outer-Loop Fold #,rank_test_score,mean_test_score,mean_train_score,activation,alpha,hidden_layer_sizes,learning_rate_init,solver,,std_test_score,std_train_score
2,39,0.585394577,0.596423142,logistic,0.1,"(2,)",0.1,lbfgs,,0.018235803,0.004646719
2,40,0.585239678,0.596393609,logistic,0.1,"(2,)",0.001,lbfgs,,0.018156078,0.004678357
2,41,0.585227022,0.604714467,tanh,0.0001,"(3,)",0.01,lbfgs,,0.023042946,0.007350706
2,42,0.584939472,0.60548514,logistic,0.001,"(3,)",0.1,lbfgs,,0.022609172,0.006991871
2,43,0.584917381,0.602839998,logistic,0.01,"(3,)",0.01,lbfgs,,0.021293431,0.00686452
2,44,0.584792893,0.60707996,tanh,0.0001,"(3,)",0.1,lbfgs,,0.018551375,0.004904674
2,45,0.584768732,0.601618114,logistic,0.1,"(3,)",0.01,lbfgs,,0.016787201,0.004426571
2,46,0.584721678,0.603023822,tanh,0.1,"(3,)",0.01,lbfgs,,0.017662042,0.005714039
2,47,0.584420988,0.6054464,logistic,0.0001,"(3,)",0.01,lbfgs,,0.022226509,0.007059582
2,48,0.584263797,0.605513201,logistic,1.00E-05,"(3,)",0.1,lbfgs,,0.021398879,0.006425882
2,49,0.584017562,0.608138639,logistic,0.001,"(3,)",0.001,lbfgs,,0.024165699,0.005975303
2,50,0.584010899,0.596229907,logistic,0.1,"(2,)",0.01,lbfgs,,0.017457465,0.004804456
2,51,0.582629144,0.605155777,tanh,0.01,"(3,)",0.01,lbfgs,,0.023614621,0.007990465
2,52,0.581992722,0.587567891,tanh,0.0001,"(2,)",0.01,lbfgs,,0.021954101,0.024872651
2,53,0.581933841,0.601353563,logistic,0.1,"(3,)",0.1,lbfgs,,0.016985431,0.004659371
2,54,0.581308894,0.587700015,tanh,0.01,"(2,)",0.001,lbfgs,,0.021137336,0.02482601
2,55,0.579656425,0.606649021,tanh,1.00E-05,"(3,)",0.1,lbfgs,,0.025201597,0.007231398
2,56,0.576543328,0.588427201,tanh,1.00E-05,"(2,)",0.001,lbfgs,,0.031403704,0.021935921
2,57,0.573932255,0.588946147,tanh,0.001,"(2,)",0.01,lbfgs,,0.02792872,0.022419478
2,58,0.571604663,0.57629179,tanh,0.0001,"(2,)",0.1,lbfgs,,0.032873986,0.025750569
2,59,0.571599084,0.57513673,logistic,0.0001,"(3,)",0.01,sgd,,0.026021982,0.006689093
2,60,0.569965179,0.584500274,tanh,0.0001,"(2,)",0.001,lbfgs,,0.027227357,0.022060876
2,61,0.567873659,0.57491745,logistic,0.001,"(3,)",0.01,sgd,,0.024957058,0.006970531
2,62,0.566485291,0.57113231,logistic,0.1,"(3,)",0.01,sgd,,0.026756921,0.007588839
2,63,0.565997518,0.573396827,tanh,0.01,"(3,)",0.01,sgd,,0.021440542,0.005918844
2,64,0.565625518,0.571262857,logistic,0.01,"(3,)",0.01,sgd,,0.027947952,0.00834682
2,65,0.564010922,0.575742764,tanh,0.001,"(2,)",0.001,lbfgs,,0.035400544,0.022098907
2,66,0.562663949,0.567912092,tanh,0.0001,"(3,)",0.001,sgd,,0.02676607,0.00929348
2,67,0.562601694,0.563327257,tanh,0.0001,"(3,)",0.01,sgd,,0.030160663,0.00421799
2,68,0.562130595,0.56568923,logistic,0.01,"(3,)",0.001,sgd,,0.026831836,0.006264952
2,69,0.561824775,0.56617942,logistic,0.0001,"(3,)",0.001,sgd,,0.026742082,0.0066085
2,70,0.561128636,0.571225225,logistic,1.00E-05,"(3,)",0.01,sgd,,0.028624003,0.006849289
2,71,0.560347029,0.565551699,logistic,1.00E-05,"(3,)",0.001,sgd,,0.027838205,0.007879825
2,72,0.559872703,0.563669222,logistic,0.001,"(3,)",0.001,sgd,,0.024936671,0.010645316
2,73,0.559116286,0.565465469,tanh,0.001,"(3,)",0.001,sgd,,0.025364259,0.006770525
2,74,0.558830847,0.563211898,tanh,1.00E-05,"(3,)",0.001,sgd,,0.026888825,0.004409346
2,75,0.55868963,0.564913181,tanh,0.01,"(3,)",0.001,sgd,,0.024135295,0.011334921
2,76,0.558527523,0.563882276,logistic,0.0001,"(2,)",0.01,sgd,,0.026410679,0.004364213
2,77,0.558439603,0.563443663,tanh,0.1,"(3,)",0.001,sgd,,0.02660088,0.003206363
2,78,0.557764,0.558727277,tanh,0.01,"(2,)",0.01,sgd,,0.023838468,0.006645152
2,79,0.556971089,0.561547162,logistic,0.001,"(2,)",0.01,sgd,,0.023946238,0.004744218
2,80,0.556751664,0.5604557,logistic,0.1,"(2,)",0.01,sgd,,0.026916374,0.00582949
2,81,0.556606084,0.5493896,tanh,0.001,"(3,)",0.01,sgd,,0.025147614,0.025891957
2,82,0.556563361,0.561744599,logistic,0.01,"(2,)",0.01,sgd,,0.025938987,0.006445154
2,83,0.555946077,0.560139308,logistic,1.00E-05,"(2,)",0.001,sgd,,0.02454632,0.007187648
2,84,0.555799955,0.562086568,logistic,1.00E-05,"(2,)",0.01,sgd,,0.024770588,0.004014375
2,85,0.555258323,0.557969386,logistic,0.1,"(3,)",0.001,sgd,,0.027233869,0.009725146
2,86,0.555123563,0.558908207,tanh,1.00E-05,"(2,)",0.001,sgd,,0.022290891,0.009580716
2,87,0.554706731,0.558391324,logistic,0.0001,"(2,)",0.001,sgd,,0.027287624,0.00333211
2,88,0.554645669,0.557849588,logistic,0.001,"(2,)",0.001,sgd,,0.026866318,0.006152406
2,89,0.55426671,0.559608619,logistic,0.01,"(2,)",0.001,sgd,,0.026435215,0.004888119
2,90,0.55391097,0.557901459,tanh,0.001,"(2,)",0.001,sgd,,0.023782375,0.007441212
2,91,0.553497974,0.557618316,tanh,0.01,"(2,)",0.001,sgd,,0.025128382,0.004461641
2,92,0.553491969,0.557404323,tanh,0.1,"(2,)",0.001,sgd,,0.023270136,0.008281219
2,93,0.552449171,0.555031338,logistic,0.1,"(2,)",0.001,sgd,,0.026541905,0.005238579
2,94,0.550580507,0.556686761,tanh,0.0001,"(2,)",0.001,sgd,,0.021011635,0.009235831
2,95,0.550065054,0.549485978,tanh,0.1,"(2,)",0.01,sgd,,0.034060544,0.01253137
2,96,0.54495315,0.5414769,logistic,1.00E-05,"(3,)",0.1,sgd,,0.054390925,0.043355403
2,97,0.538662091,0.547027102,tanh,1.00E-05,"(2,)",0.01,sgd,,0.050523818,0.025328643
2,98,0.532572525,0.535215732,tanh,0.0001,"(2,)",0.01,sgd,,0.009554071,0.024447108
2,99,0.527080832,0.534185138,tanh,1.00E-05,"(3,)",0.01,sgd,,0.046617375,0.054572912
2,100,0.52395404,0.519695998,logistic,0.1,"(3,)",0.1,sgd,,0.035306414,0.034998329
2,101,0.511296272,0.517248179,tanh,0.001,"(2,)",0.01,sgd,,0.027233113,0.00974821
2,102,0.508670889,0.516147334,tanh,0.1,"(3,)",0.01,sgd,,0.047261875,0.046275598
2,103,0.481611654,0.488069124,logistic,0.0001,"(3,)",0.1,sgd,,0.099473041,0.093576591
2,104,0.474241087,0.476502265,logistic,0.1,"(2,)",0.1,sgd,,0.069073542,0.054697302
2,105,0.468616807,0.471943579,logistic,0.0001,"(2,)",0.1,sgd,,0.082346914,0.08607337
2,106,0.455928515,0.453022725,logistic,0.01,"(3,)",0.1,sgd,,0.17767989,0.172902626
2,107,0.419639421,0.416525924,logistic,0.001,"(3,)",0.1,sgd,,0.188265095,0.203946404
2,108,0.41737014,0.435710105,logistic,1.00E-05,"(2,)",0.1,sgd,,0.211006409,0.219239746
2,109,0.393461605,0.391118306,tanh,0.1,"(3,)",0.1,sgd,,0.092930786,0.101605986
2,110,0.374268668,0.373489107,logistic,0.01,"(2,)",0.1,sgd,,0.220276161,0.214120291
2,111,0.374006001,0.376571333,logistic,0.001,"(2,)",0.1,sgd,,0.195254336,0.198258204
2,112,0.201012566,0.194476738,tanh,1.00E-05,"(3,)",0.1,sgd,,0.2572677,0.242831506
2,113,0.171583837,0.185357584,tanh,0.001,"(3,)",0.1,sgd,,0.218515128,0.235380181
2,114,0.17045826,0.167141204,tanh,1.00E-05,"(2,)",0.1,sgd,,0.217821797,0.209379888
2,115,0.128268526,0.128864742,tanh,0.0001,"(3,)",0.1,sgd,,0.172457326,0.168449901
2,116,0.093578644,0.085975908,tanh,0.0001,"(2,)",0.1,sgd,,0.191077224,0.183216645
2,117,0.073025305,0.07247586,tanh,0.001,"(2,)",0.1,sgd,,0.154584813,0.148850524
2,118,0.067272899,0.064622959,tanh,0.1,"(2,)",0.1,sgd,,0.145457465,0.132840048
2,119,0.056908825,0.047435484,tanh,0.01,"(3,)",0.1,sgd,,0.122787724,0.103457348
2,120,-0.002462315,-0.005016524,tanh,0.01,"(2,)",0.1,sgd,,0.003543153,0.005590228
