Outer-Loop Fold #,rank_test_score,mean_test_score,mean_train_score,activation,alpha,hidden_layer_sizes,learning_rate_init,solver,,std_test_score,std_train_score
0,60,0.563495038,0.570549242,logistic,0.1,"(3,)",0.01,sgd,,0.017114422,0.004470992
0,61,0.562877808,0.576378184,tanh,0.001,"(2,)",0.001,lbfgs,,0.03049858,0.020017194
0,62,0.561535028,0.574052596,logistic,0.001,"(3,)",0.01,sgd,,0.020772211,0.005180477
0,63,0.561273786,0.572443486,logistic,1.00E-05,"(3,)",0.01,sgd,,0.015661091,0.004514112
0,64,0.561153663,0.571870253,logistic,0.0001,"(3,)",0.01,sgd,,0.013128604,0.007578732
0,65,0.560426257,0.568775525,logistic,0.001,"(3,)",0.001,sgd,,0.016863955,0.004283427
0,66,0.560409694,0.569426699,tanh,0.01,"(3,)",0.001,sgd,,0.007787927,0.007896256
0,67,0.558816394,0.574349212,tanh,1.00E-05,"(2,)",0.001,lbfgs,,0.029952157,0.028514742
0,68,0.558811508,0.568726001,logistic,0.0001,"(3,)",0.001,sgd,,0.012237847,0.005260121
0,69,0.558607298,0.567505537,tanh,0.001,"(3,)",0.001,sgd,,0.007935567,0.008171286
0,70,0.558270416,0.565830703,tanh,0.0001,"(3,)",0.001,sgd,,0.015164234,0.004455511
0,71,0.557759063,0.567156266,tanh,1.00E-05,"(3,)",0.001,sgd,,0.019851397,0.006888537
0,72,0.557728903,0.566101955,logistic,0.01,"(3,)",0.001,sgd,,0.015514546,0.006338353
0,73,0.557047929,0.566005087,tanh,0.1,"(3,)",0.001,sgd,,0.015335553,0.006970134
0,74,0.55684592,0.564508259,logistic,0.1,"(3,)",0.001,sgd,,0.017467993,0.004054727
0,75,0.555625049,0.564849643,logistic,0.0001,"(2,)",0.01,sgd,,0.014428102,0.00574584
0,76,0.553578662,0.558771697,tanh,1.00E-05,"(2,)",0.001,sgd,,0.011319191,0.009093859
0,77,0.552830149,0.563779305,logistic,0.01,"(2,)",0.01,sgd,,0.015436008,0.003806394
0,78,0.551317793,0.557974443,logistic,0.1,"(2,)",0.001,sgd,,0.015158072,0.002659184
0,79,0.551255282,0.560695915,logistic,1.00E-05,"(2,)",0.001,sgd,,0.016604836,0.004172024
0,80,0.550830309,0.556451001,logistic,0.01,"(2,)",0.001,sgd,,0.014139203,0.002570672
0,81,0.550731221,0.564019584,logistic,0.001,"(2,)",0.01,sgd,,0.013579636,0.00597733
0,82,0.550044445,0.557645821,tanh,0.001,"(2,)",0.001,sgd,,0.013106528,0.003566401
0,83,0.549928274,0.557476875,logistic,0.0001,"(2,)",0.001,sgd,,0.016017933,0.003058603
0,84,0.549325934,0.557240775,tanh,0.01,"(2,)",0.001,sgd,,0.012798605,0.003064417
0,85,0.548539468,0.554050997,tanh,0.0001,"(2,)",0.001,sgd,,0.014070299,0.00308993
0,86,0.548150726,0.564020448,tanh,0.001,"(3,)",0.01,sgd,,0.017090704,0.011122558
0,87,0.548101719,0.55196127,logistic,0.1,"(2,)",0.01,sgd,,0.018773321,0.013867051
0,88,0.547464185,0.55681343,tanh,0.0001,"(3,)",0.01,sgd,,0.01888114,0.020451951
0,89,0.545210816,0.551501074,logistic,0.001,"(2,)",0.001,sgd,,0.01248727,0.012720176
0,90,0.545038288,0.558505565,logistic,0.0001,"(2,)",0.1,sgd,,0.029525029,0.020217694
0,91,0.54499462,0.555364069,logistic,1.00E-05,"(2,)",0.01,sgd,,0.018657265,0.014137932
0,92,0.544445524,0.552026208,tanh,0.1,"(2,)",0.001,sgd,,0.015968249,0.004076891
0,93,0.544389495,0.556313836,tanh,0.01,"(3,)",0.01,sgd,,0.014606138,0.016445115
0,94,0.544361215,0.552466978,logistic,0.0001,"(3,)",0.1,sgd,,0.025100896,0.027945396
0,95,0.540633632,0.553081231,tanh,1.00E-05,"(3,)",0.01,sgd,,0.030447132,0.024167306
0,96,0.538924873,0.556339788,logistic,0.01,"(3,)",0.1,sgd,,0.039171961,0.028814096
0,97,0.53602476,0.525974531,logistic,1.00E-05,"(3,)",0.1,sgd,,0.048753079,0.049106511
0,98,0.534827353,0.544483596,tanh,0.01,"(2,)",0.01,sgd,,0.03114175,0.019444622
0,99,0.530572642,0.535207058,tanh,0.1,"(2,)",0.01,sgd,,0.03063913,0.040380729
0,100,0.526054626,0.533246639,tanh,0.001,"(2,)",0.01,sgd,,0.021262144,0.025298753
0,101,0.515365942,0.524980134,logistic,1.00E-05,"(2,)",0.1,sgd,,0.04705433,0.027725445
0,102,0.515217843,0.528024515,tanh,0.1,"(3,)",0.01,sgd,,0.042935831,0.049137867
0,103,0.504238196,0.518064562,logistic,0.1,"(2,)",0.1,sgd,,0.035873912,0.040791329
0,104,0.491365457,0.495375593,logistic,0.01,"(2,)",0.1,sgd,,0.020416616,0.01785561
0,105,0.491003676,0.48431283,logistic,0.001,"(3,)",0.1,sgd,,0.066453063,0.079732334
0,106,0.490120423,0.496968711,logistic,0.001,"(2,)",0.1,sgd,,0.040062441,0.026866679
0,107,0.483317783,0.485059928,logistic,0.1,"(3,)",0.1,sgd,,0.049838835,0.060788685
0,108,0.481163639,0.48590975,tanh,0.0001,"(2,)",0.01,sgd,,0.063045255,0.044930055
0,109,0.461143636,0.467192012,tanh,1.00E-05,"(2,)",0.01,sgd,,0.065711559,0.071963453
0,110,0.244809169,0.247814075,tanh,0.01,"(3,)",0.1,sgd,,0.207379643,0.220031862
0,111,0.233203673,0.231666371,tanh,0.1,"(3,)",0.1,sgd,,0.21052624,0.199522805
0,112,0.220496287,0.205889506,tanh,1.00E-05,"(3,)",0.1,sgd,,0.167106881,0.166790861
0,113,0.185004117,0.195992852,tanh,0.001,"(2,)",0.1,sgd,,0.236682333,0.249323891
0,114,0.154771041,0.162654673,tanh,0.001,"(3,)",0.1,sgd,,0.207531696,0.210910664
0,115,0.131308036,0.126365896,tanh,0.0001,"(3,)",0.1,sgd,,0.163952906,0.159468398
0,116,0.119963029,0.12466804,tanh,0.0001,"(2,)",0.1,sgd,,0.156471063,0.159950446
0,117,0.087330877,0.089266974,tanh,1.00E-05,"(2,)",0.1,sgd,,0.199520014,0.191924464
0,118,0.056172957,0.067791444,tanh,0.01,"(2,)",0.1,sgd,,0.117829765,0.139312657
0,119,0.041791295,0.049075769,tanh,0.1,"(2,)",0.1,sgd,,0.093371044,0.106411017
0,120,-0.268819293,0.600923602,logistic,1.00E-05,"(3,)",0.1,lbfgs,,1.698513333,0.003964565
