Outer-Loop Fold #,rank_test_score,mean_test_score,mean_train_score,metric,n_neighbors,weights,,std_test_score,std_train_score
1,72,0.447141558,1,manhattan,3,distance,,0.016802178,0
1,73,0.398140123,0.803861751,chebyshev,2,uniform,,0.019163487,0.005928659
1,74,0.39606574,1,chebyshev,2,distance,,0.019888113,0
1,75,0.39397761,0.805636917,euclidean,2,uniform,,0.028736869,0.002902463
1,75,0.39397761,0.805636917,minkowski,2,uniform,,0.028736869,0.002902463
1,77,0.393529701,1,euclidean,2,distance,,0.031726068,0
1,77,0.393529701,1,minkowski,2,distance,,0.031726068,0
1,79,0.380602053,1,manhattan,2,distance,,0.027810961,0
1,80,0.379945598,0.806885463,manhattan,2,uniform,,0.025939629,0.001939293
1,81,0.22985721,1,euclidean,1,uniform,,0.062825826,0
1,81,0.22985721,1,euclidean,1,distance,,0.062825826,0
1,81,0.22985721,1,minkowski,1,uniform,,0.062825826,0
1,81,0.22985721,1,minkowski,1,distance,,0.062825826,0
1,85,0.228772601,1,manhattan,1,uniform,,0.060812294,0
1,85,0.228772601,1,manhattan,1,distance,,0.060812294,0
1,87,0.196075551,1,chebyshev,1,uniform,,0.048939043,0
1,87,0.196075551,1,chebyshev,1,distance,,0.048939043,0
