Outer-Loop Fold #,rank_test_score,mean_test_score,mean_train_score,metric,n_neighbors,weights,,std_test_score,std_train_score
0,45,0.516224335,0.567354541,chebyshev,19,uniform,,0.028561626,0.006566944
0,46,0.515806923,0.57343404,chebyshev,17,uniform,,0.026665985,0.006504611
0,47,0.514886885,1,chebyshev,9,distance,,0.025942678,0
0,48,0.514002102,0.64135353,manhattan,7,uniform,,0.017048656,0.001410384
0,49,0.513962205,1,manhattan,7,distance,,0.017501275,0
0,50,0.513079026,0.615126544,chebyshev,9,uniform,,0.026953986,0.004729732
0,51,0.509868852,0.633335821,chebyshev,7,uniform,,0.026809393,0.002835236
0,52,0.509864318,1,chebyshev,7,distance,,0.02625457,0
0,53,0.508874527,1,euclidean,7,distance,,0.016360137,0
0,53,0.508874527,1,minkowski,7,distance,,0.016360137,0
0,55,0.506991839,0.64018839,euclidean,7,uniform,,0.017019646,0.00416798
0,55,0.506991839,0.64018839,minkowski,7,uniform,,0.017019646,0.00416798
0,57,0.495973786,0.675705027,manhattan,5,uniform,,0.019178502,0.003370136
0,58,0.49586924,1,euclidean,5,distance,,0.017911191,0
0,58,0.49586924,1,minkowski,5,distance,,0.017911191,0
0,60,0.495793105,0.674424156,euclidean,5,uniform,,0.019012757,0.00568818
0,60,0.495793105,0.674424156,minkowski,5,uniform,,0.019012757,0.00568818
0,62,0.494955951,1,manhattan,5,distance,,0.018782819,0
0,63,0.492548139,0.664747727,chebyshev,5,uniform,,0.026412336,0.003487277
0,64,0.491067834,1,chebyshev,5,distance,,0.025896027,0
0,65,0.462399651,0.734912366,euclidean,3,uniform,,0.022166791,0.001973464
0,65,0.462399651,0.734912366,minkowski,3,uniform,,0.022166791,0.001973464
0,67,0.459599939,1,euclidean,3,distance,,0.021934862,0
0,67,0.459599939,1,minkowski,3,distance,,0.021934862,0
0,69,0.458104328,0.737896598,manhattan,3,uniform,,0.024972136,0.003267638
0,70,0.455103158,1,manhattan,3,distance,,0.024034372,0
0,71,0.438746478,0.726737419,chebyshev,3,uniform,,0.018551504,0.003381733
0,72,0.437030672,1,chebyshev,3,distance,,0.018752335,0
0,73,0.389294582,0.803639134,euclidean,2,uniform,,0.023282937,0.002457995
0,73,0.389294582,0.803639134,minkowski,2,uniform,,0.023282937,0.002457995
0,75,0.386199427,1,euclidean,2,distance,,0.025846063,0
0,75,0.386199427,1,minkowski,2,distance,,0.025846063,0
0,77,0.385752372,0.801990326,manhattan,2,uniform,,0.030430014,0.00213714
0,78,0.385296559,1,manhattan,2,distance,,0.031060167,0
0,79,0.364955226,0.799603913,chebyshev,2,uniform,,0.025186846,0.003355798
0,80,0.362356241,1,chebyshev,2,distance,,0.025636667,0
0,81,0.20455359,1,euclidean,1,uniform,,0.057914044,0
0,81,0.20455359,1,euclidean,1,distance,,0.057914044,0
0,81,0.20455359,1,minkowski,1,uniform,,0.057914044,0
0,81,0.20455359,1,minkowski,1,distance,,0.057914044,0
0,85,0.19488499,1,manhattan,1,uniform,,0.044902931,0
0,85,0.19488499,1,manhattan,1,distance,,0.044902931,0
0,87,0.165316936,1,chebyshev,1,uniform,,0.044904846,0
0,87,0.165316936,1,chebyshev,1,distance,,0.044904846,0
