Outer-Loop Fold #,rank_test_score,mean_test_score,mean_train_score,alpha,degree,gamma,kernel,,std_test_score,std_train_score
4,58,0.558755796,0.574503952,0.07,2,0.3,polynomial,,0.017836256,0.005486522
4,59,0.558637531,0.583311414,0.09,3,0.3,polynomial,,0.014372818,0.005745011
4,60,0.558634575,0.582632924,0.1,3,0.3,polynomial,,0.014638133,0.005708657
4,61,0.558559943,0.5848692,0.07,3,0.3,polynomial,,0.013761845,0.005827151
4,62,0.558359274,0.570582527,0.05,,0.1,rbf,,0.02049725,0.005081981
4,63,0.558278554,0.586821274,0.05,3,0.3,polynomial,,0.012969983,0.005924776
4,64,0.558075865,0.572941357,0.09,2,0.3,polynomial,,0.018557553,0.005452107
4,65,0.557975283,0.594429249,0.01,5,0.1,polynomial,,0.009655819,0.005656113
4,66,0.557965672,0.587964422,0.03,5,0.1,polynomial,,0.012893519,0.005550999
4,67,0.557849734,0.58209724,0.01,3,0.1,polynomial,,0.012497937,0.005604576
4,68,0.557802817,0.588820507,0.01,4,0.1,polynomial,,0.011795677,0.005745606
4,69,0.557743782,0.572239159,0.1,2,0.3,polynomial,,0.018876883,0.005440253
4,70,0.557726278,0.584328474,0.05,5,0.1,polynomial,,0.014279847,0.005451317
4,71,0.557688371,0.581923103,0.03,4,0.1,polynomial,,0.013841044,0.005484578
4,72,0.557628975,0.59274511,0.1,4,0.3,polynomial,,0.0107044,0.005621637
4,73,0.557591255,0.574404101,0.01,2,0.1,polynomial,,0.015801305,0.00540128
4,74,0.557573721,0.568095748,0.07,,0.1,rbf,,0.02187783,0.00508723
4,75,0.557518615,0.593362639,0.09,4,0.3,polynomial,,0.010244756,0.005628137
4,76,0.557493433,0.589501086,0.03,3,0.3,polynomial,,0.011753208,0.006041331
4,77,0.557437344,0.581739415,0.07,5,0.1,polynomial,,0.015226424,0.005373804
4,78,0.557292546,0.578387068,0.05,4,0.1,polynomial,,0.015148711,0.00532497
4,79,0.557212538,0.594749961,0.07,4,0.3,polynomial,,0.009191811,0.005641626
4,80,0.55717518,0.589442332,0.1,3,0.5,polynomial,,0.012220232,0.006036389
4,81,0.55712932,0.579716229,0.09,5,0.1,polynomial,,0.015970573,0.005313719
4,82,0.557037089,0.575692357,0.03,3,0.1,polynomial,,0.015178879,0.005218188
4,83,0.556971713,0.578846592,0.1,5,0.1,polynomial,,0.01629328,0.005288644
4,84,0.556905706,0.589993112,0.09,3,0.5,polynomial,,0.011889322,0.006053947
4,85,0.556859014,0.575956675,0.07,4,0.1,polynomial,,0.0161933,0.00522396
4,86,0.556719946,0.596437515,0.05,4,0.3,polynomial,,0.007954467,0.005658758
4,87,0.556693615,0.56601614,0.09,,0.1,rbf,,0.022935724,0.005124873
4,88,0.556404951,0.574070078,0.09,4,0.1,polynomial,,0.017060512,0.005157027
4,89,0.556259865,0.57240686,0.05,3,0.1,polynomial,,0.017014837,0.005101593
4,90,0.556242346,0.589113688,0.01,2,0.9,polynomial,,0.012108342,0.006453718
4,91,0.556233494,0.56507395,0.1,,0.1,rbf,,0.023375629,0.005149876
4,92,0.556202167,0.599779857,0.1,5,0.3,polynomial,,0.007597442,0.005651566
4,93,0.556188429,0.591248018,0.07,3,0.5,polynomial,,0.011132637,0.006089336
4,94,0.556171214,0.573254107,0.1,4,0.1,polynomial,,0.017444059,0.005132065
4,95,0.555841794,0.600250019,0.09,5,0.3,polynomial,,0.007510317,0.005672691
4,96,0.555786275,0.598704706,0.03,4,0.3,polynomial,,0.006724498,0.005691119
4,97,0.555412339,0.569986964,0.07,3,0.1,polynomial,,0.018389044,0.00506165
4,98,0.555092983,0.592812517,0.05,3,0.5,polynomial,,0.010288959,0.006122946
4,99,0.554869587,0.601351289,0.07,5,0.3,polynomial,,0.007428495,0.005723711
4,100,0.554628532,0.567727737,0.03,2,0.1,polynomial,,0.018749093,0.005307415
4,101,0.55457451,0.594304276,0.01,3,0.3,polynomial,,0.009386607,0.006156024
4,102,0.554519476,0.567968149,0.09,3,0.1,polynomial,,0.019488174,0.005053934
4,103,0.554294203,0.600143335,0.1,4,0.5,polynomial,,0.006755027,0.00569274
4,104,0.554152618,0.589397118,0.01,2,1,polynomial,,0.013120462,0.00647704
4,105,0.554064953,0.567053833,0.1,3,0.1,polynomial,,0.019965114,0.005056929
4,106,0.554054127,0.59340551,0.1,3,0.7,polynomial,,0.010403228,0.006127398
4,107,0.554000439,0.600585709,0.09,4,0.5,polynomial,,0.006730956,0.005703221
4,108,0.553642198,0.593880227,0.09,3,0.7,polynomial,,0.01032706,0.006134117
4,109,0.553308754,0.602810387,0.05,5,0.3,polynomial,,0.007552523,0.005791226
4,110,0.553238807,0.594986663,0.03,3,0.5,polynomial,,0.009857988,0.00614817
4,111,0.553235607,0.601620749,0.07,4,0.5,polynomial,,0.006779026,0.005727032
4,112,0.552643698,0.594971912,0.07,3,0.7,polynomial,,0.010433631,0.00614607
4,113,0.552509487,0.602979398,0.01,4,0.3,polynomial,,0.007219993,0.005763992
4,114,0.552230885,0.563548789,0.05,2,0.1,polynomial,,0.020571239,0.005331886
4,115,0.552048131,0.602987792,0.05,4,0.5,polynomial,,0.007017402,0.005753505
4,116,0.551302609,0.596355296,0.05,3,0.7,polynomial,,0.01125053,0.006154211
4,117,0.550975811,0.59615524,0.1,3,0.9,polynomial,,0.011734421,0.006157499
4,118,0.550551071,0.596587458,0.09,3,0.9,polynomial,,0.012150682,0.006159835
4,119,0.550288625,0.605074193,0.03,5,0.3,polynomial,,0.008137801,0.005882694
4,120,0.550273664,0.560380072,0.07,2,0.1,polynomial,,0.021922689,0.005389773
4,121,0.549804636,0.605100422,0.03,4,0.5,polynomial,,0.007647863,0.005774071
4,122,0.549783987,0.604661776,0.1,4,0.7,polynomial,,0.007550317,0.005766751
4,123,0.549654716,0.597263332,0.1,3,1,polynomial,,0.013251093,0.00616502
4,124,0.54956194,0.597585396,0.07,3,0.9,polynomial,,0.013362795,0.006161756
4,125,0.549297117,0.59830889,0.03,3,0.7,polynomial,,0.013773633,0.006149666
4,126,0.549286591,0.605122225,0.09,4,0.7,polynomial,,0.007691124,0.005770864
4,127,0.549246525,0.597678866,0.09,3,1,polynomial,,0.013808292,0.006165346
4,128,0.548859928,0.599086574,0.01,3,0.5,polynomial,,0.014636101,0.006126498
4,129,0.548646111,0.557828129,0.09,2,0.1,polynomial,,0.022980516,0.005462244
4,130,0.548301013,0.598638805,0.07,3,1,polynomial,,0.015267389,0.006161427
4,131,0.548284597,0.598854115,0.05,3,0.9,polynomial,,0.015341085,0.006154656
4,132,0.547981746,0.606244125,0.07,4,0.7,polynomial,,0.00812883,0.005775944
4,133,0.547927041,0.556718681,0.1,2,0.1,polynomial,,0.023427264,0.005500881
4,134,0.547082874,0.599862139,0.05,3,1,polynomial,,0.017383805,0.006143653
4,135,0.546401738,0.600656789,0.03,3,0.9,polynomial,,0.018685008,0.00611585
4,136,0.545908944,0.607813156,0.05,4,0.7,polynomial,,0.00906225,0.005772905
4,137,0.545322423,0.601620564,0.03,3,1,polynomial,,0.020448888,0.006083462
4,138,0.54490414,0.602059319,0.01,3,0.7,polynomial,,0.021405851,0.006037735
4,139,0.544365037,0.608593159,0.1,4,0.9,polynomial,,0.010193454,0.005772845
4,140,0.543525951,0.609125253,0.09,4,0.9,polynomial,,0.010875894,0.005770486
4,141,0.543121067,0.604355178,0.01,3,0.9,polynomial,,0.022325348,0.005898492
4,142,0.543002147,0.605384914,0.01,3,1,polynomial,,0.020645889,0.005821918
4,143,0.542101489,0.610213739,0.01,4,0.5,polynomial,,0.010855353,0.005734605
4,144,0.541968327,0.608395598,0.1,5,0.5,polynomial,,0.011087264,0.005982085
4,145,0.541663358,0.610377168,0.03,4,0.7,polynomial,,0.01203281,0.005754417
4,146,0.541199562,0.610433632,0.07,4,0.9,polynomial,,0.01309397,0.005763551
4,147,0.540929884,0.610470584,0.1,4,1,polynomial,,0.013592653,0.005766028
4,148,0.540730164,0.60897176,0.09,5,0.5,polynomial,,0.011726404,0.005995547
4,149,0.539771211,0.611038748,0.09,4,1,polynomial,,0.014924492,0.005763679
4,150,0.539674066,0.610548703,0.01,5,0.3,polynomial,,0.011780024,0.005977624
4,151,0.537417943,0.610385163,0.07,5,0.5,polynomial,,0.013729083,0.006021927
4,152,0.537107097,0.612272541,0.05,4,0.9,polynomial,,0.017803845,0.005756072
4,153,0.536472992,0.612432532,0.07,4,1,polynomial,,0.019052739,0.00576015
4,154,0.531986032,0.612366622,0.05,5,0.5,polynomial,,0.017861895,0.006047709
4,155,0.530496328,0.614378411,0.05,4,1,polynomial,,0.027204115,0.005765144
4,156,0.527533242,0.615239768,0.03,4,0.9,polynomial,,0.030514003,0.005766091
4,157,0.521924975,0.6166468,0.01,4,0.7,polynomial,,0.035289699,0.005764195
4,158,0.520548755,0.615560445,0.03,5,0.5,polynomial,,0.029107012,0.006081899
4,159,0.516430001,0.617477497,0.03,4,1,polynomial,,0.047392425,0.005808106
4,160,0.513150163,0.616412643,0.1,5,0.7,polynomial,,0.039737324,0.006133688
4,161,0.509458854,0.617118566,0.09,5,0.7,polynomial,,0.044532038,0.006146376
4,162,0.499144752,0.618826541,0.07,5,0.7,polynomial,,0.058426329,0.006179723
4,163,0.481941501,0.622105952,0.01,4,0.9,polynomial,,0.094891127,0.005942769
4,164,0.481308896,0.62115817,0.05,5,0.7,polynomial,,0.083428712,0.006231245
4,165,0.4709272,0.622951625,0.01,5,0.5,polynomial,,0.091072999,0.006219874
4,166,0.455168818,0.624510408,0.01,4,1,polynomial,,0.135735883,0.006050203
4,167,0.449923219,0.623614888,0.1,5,0.9,polynomial,,0.134286995,0.006323172
4,168,0.443197561,0.624782561,0.03,5,0.7,polynomial,,0.138421432,0.006321224
4,169,0.440533162,0.624380941,0.09,5,0.9,polynomial,,0.148691271,0.006342648
4,170,0.415346071,0.626230249,0.07,5,0.9,polynomial,,0.187569719,0.006389826
4,171,0.401025403,0.626900712,0.1,5,1,polynomial,,0.213119635,0.006417526
4,172,0.388375444,0.627697914,0.09,5,1,polynomial,,0.233237732,0.006437578
4,173,0.3757002,0.628764721,0.05,5,0.9,polynomial,,0.249595355,0.006454699
4,174,0.355680359,0.629631482,0.07,5,1,polynomial,,0.285832785,0.00648621
4,175,0.315125705,0.633074099,0.01,5,0.7,polynomial,,0.334635778,0.006549793
4,176,0.307300118,0.632303084,0.05,5,1,polynomial,,0.366051883,0.006554662
4,177,0.305166044,0.632782737,0.03,5,0.9,polynomial,,0.364709265,0.006560549
4,178,0.226497573,0.636572171,0.03,5,1,polynomial,,0.509262562,0.006672317
4,179,0.110598803,0.642292435,0.01,5,0.9,polynomial,,0.700847332,0.006852262
4,180,-0.082858213,0.64654358,0.01,5,1,polynomial,,0.902069973,0.006988413
