Outer-Loop Fold #,rank_test_score,mean_test_score,mean_train_score,activation,alpha,hidden_layer_sizes,learning_rate_init,solver,,std_test_score,std_train_score
3,108,0.452977733,0.455821084,logistic,0.001,"(2,)",0.1,sgd,,0.092982512,0.0765144
3,109,0.434990863,0.457336569,logistic,1.00E-05,"(2,)",0.1,sgd,,0.177837564,0.142244838
3,110,0.350912106,0.359417271,tanh,0.001,"(3,)",0.1,sgd,,0.184737554,0.184735258
3,111,0.320833532,0.322733631,tanh,0.01,"(2,)",0.01,sgd,,0.263472353,0.264119139
3,112,0.268935084,0.273105162,tanh,0.1,"(3,)",0.1,sgd,,0.222613083,0.22362215
3,113,0.244869969,0.258966483,tanh,0.01,"(3,)",0.1,sgd,,0.2272309,0.234089808
3,114,0.20905638,0.214814808,tanh,0.0001,"(3,)",0.1,sgd,,0.193711296,0.200709337
3,115,0.180660965,0.170851934,tanh,0.001,"(2,)",0.1,sgd,,0.225720772,0.214301469
3,116,0.172257203,0.180805776,tanh,1.00E-05,"(2,)",0.1,sgd,,0.218051957,0.224687733
3,117,0.138583344,0.160211588,tanh,1.00E-05,"(3,)",0.1,sgd,,0.246894567,0.230429125
3,118,0.089367794,0.082420646,tanh,0.01,"(2,)",0.1,sgd,,0.184315584,0.168708896
3,119,0.063317742,0.066207886,tanh,0.0001,"(2,)",0.1,sgd,,0.132229264,0.141879955
3,120,0.057792656,0.050660708,tanh,0.1,"(2,)",0.1,sgd,,0.122604627,0.120854137
