,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_metric,param_n_neighbors,param_weights,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.0020459175109863283,0.008340263366699218,0.22924393261987808,1.0,euclidean,1,uniform,"{'n_neighbors': 1, 'metric': 'euclidean', 'weights': 'uniform'}",81,0.19480365114242626,1.0,0.26831774522045637,1.0,0.21560864088145437,1.0,0.23578510898827232,1.0,0.23170451686678095,1.0,0.000453425664756699,0.0030933047929791895,0.024280273735284342,0.0
1,0.0017905712127685546,0.006251049041748047,0.22924393261987808,1.0,euclidean,1,distance,"{'n_neighbors': 1, 'metric': 'euclidean', 'weights': 'distance'}",81,0.19480365114242626,1.0,0.26831774522045637,1.0,0.21560864088145437,1.0,0.23578510898827232,1.0,0.23170451686678095,1.0,0.00035799584213408935,0.0004812211069854833,0.024280273735284342,0.0
2,0.0017095088958740234,0.006796550750732422,0.4239142345557513,0.8095249212598077,euclidean,2,uniform,"{'n_neighbors': 2, 'metric': 'euclidean', 'weights': 'uniform'}",73,0.4207438041087197,0.8088646716755569,0.4578360916663241,0.8025268074921742,0.4077294573894289,0.8164038704929286,0.43388892081496977,0.8123536365292506,0.3993728987993138,0.8074756201091285,0.0002763328889012028,0.00028699043229172335,0.02061292098492173,0.004667563254029973
3,0.0021167278289794924,0.007060861587524414,0.4205852813083272,1.0,euclidean,2,distance,"{'n_neighbors': 2, 'metric': 'euclidean', 'weights': 'distance'}",75,0.4131960750052337,1.0,0.4578612391298238,1.0,0.40355605510770354,1.0,0.4288028654784152,1.0,0.3995101718204599,1.0,0.0008705451778553977,0.0015998662625637005,0.021193304960811336,0.0
4,0.0020573616027832033,0.007400655746459961,0.4719577012605308,0.7393134909855972,euclidean,3,uniform,"{'n_neighbors': 3, 'metric': 'euclidean', 'weights': 'uniform'}",65,0.46500967728126796,0.7417868275665336,0.5064173702459089,0.7305161646216968,0.4479906806334134,0.7463743390728006,0.4690163279800663,0.7390564248764566,0.4713544501619974,0.738833698790499,0.0004331230420031788,0.0010743512351662856,0.01907447241840165,0.0051703424304601975
5,0.0016963958740234375,0.00704340934753418,0.4713689984988429,1.0,euclidean,3,distance,"{'n_neighbors': 3, 'metric': 'euclidean', 'weights': 'distance'}",67,0.4630797704184807,1.0,0.50901112048729,1.0,0.4446007961067282,1.0,0.467820705871817,1.0,0.4723325996098985,1.0,0.00021698366821283204,0.0006919769000765655,0.021050872746443784,0.0
6,0.0017362117767333984,0.007164621353149414,0.5108310203247088,0.6756842109724641,euclidean,5,uniform,"{'n_neighbors': 5, 'metric': 'euclidean', 'weights': 'uniform'}",59,0.4969246651602497,0.6713519162978092,0.5358258345510439,0.6704942980783284,0.4875472947021262,0.6863411240465056,0.512727372390227,0.6747463033173678,0.521129934819897,0.6754874131223096,0.0003260810176059198,0.0003311587752862232,0.01714597983185788,0.005660250337710329
7,0.0019557952880859377,0.007789182662963867,0.511018999995847,1.0,euclidean,5,distance,"{'n_neighbors': 5, 'metric': 'euclidean', 'weights': 'distance'}",57,0.4969647624283632,1.0,0.5392866831322548,1.0,0.4852729364037852,1.0,0.5124702593290873,1.0,0.5211003586857447,1.0,0.0006881283173807189,0.0006179172724416822,0.018778622104280225,0.0
8,0.0018285274505615234,0.00772700309753418,0.5225257393964533,0.6486916808600485,euclidean,7,uniform,"{'n_neighbors': 7, 'metric': 'euclidean', 'weights': 'uniform'}",51,0.4983807868132253,0.6455867832260433,0.5403369989654461,0.6459618746523271,0.5070766502694644,0.6587416982917368,0.5370820666773541,0.6479050552998367,0.5297521942567764,0.6452629928302984,0.0003277509465735592,0.00031331146368892193,0.016751133521591903,0.005108224016308084
9,0.0017582893371582032,0.007805633544921875,0.5242559268229852,1.0,euclidean,7,distance,"{'n_neighbors': 7, 'metric': 'euclidean', 'weights': 'distance'}",49,0.5018108127845422,1.0,0.5458833272250136,1.0,0.505092074012075,1.0,0.5366693375778373,1.0,0.5318240825154575,1.0,0.0001906309679308018,0.0006878551682554342,0.017607672157674795,0.0
10,0.0016972541809082032,0.008306455612182618,0.5310870833848416,0.6294030472252002,euclidean,9,uniform,"{'n_neighbors': 9, 'metric': 'euclidean', 'weights': 'uniform'}",41,0.5023010162673052,0.627557430785769,0.5481199225641575,0.6229831551751999,0.5238482974613854,0.639584973936648,0.5391080027660539,0.628566511422471,0.5420581778653057,0.6283231648059131,0.00019754675761818403,0.0007131254324580617,0.016467272719357978,0.005480125613910404
11,0.0018359184265136718,0.008667325973510743,0.5331247197623785,1.0,euclidean,9,distance,"{'n_neighbors': 9, 'metric': 'euclidean', 'weights': 'distance'}",33,0.5061070339339406,1.0,0.5532830485314071,1.0,0.5209463942372268,1.0,0.5407735986828192,1.0,0.5445135234264988,1.0,0.00023804203816959785,0.0007697237776004612,0.017162956484944092,0.0
12,0.0018532276153564453,0.008590984344482421,0.5327220190738058,0.6153477838405139,euclidean,11,uniform,"{'n_neighbors': 11, 'metric': 'euclidean', 'weights': 'uniform'}",35,0.5027955745005884,0.6160701539882265,0.5560303108353017,0.6070035584511199,0.5189658740619878,0.6268342363189259,0.5407372289395063,0.6146845668442624,0.545081107031645,0.6121464036000355,0.00032471787726556697,0.0006476111581766384,0.019209844973657988,0.006523422395435904
13,0.0019197463989257812,0.00869126319885254,0.5358786563281598,1.0,euclidean,11,distance,"{'n_neighbors': 11, 'metric': 'euclidean', 'weights': 'distance'}",15,0.5080444682378876,1.0,0.5605896248952804,1.0,0.5184999629936968,1.0,0.5435505484744562,1.0,0.5487086770394776,1.0,0.0004485705002440898,0.0007657057470779143,0.019549221655812424,0.0
14,0.001756000518798828,0.008851766586303711,0.5353133632054938,0.6052055291491589,euclidean,13,uniform,"{'n_neighbors': 13, 'metric': 'euclidean', 'weights': 'uniform'}",22,0.5043580036302374,0.6078919280878747,0.5603884472114105,0.5998423841290925,0.5210580270739154,0.6147943048571971,0.5407095972388454,0.6011698829763181,0.5500527408730601,0.6023291456953119,0.0003188914013127162,0.0007893895928786706,0.02018205801364833,0.005522403555503508
