,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate_init,param_max_iter,param_solver,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,5.080600690841675,0.00046477317810058596,0.5559460773424475,0.5601393080665803,logistic,1e-05,"(2,)",0.001,20000,sgd,"{'solver': 'sgd', 'activation': 'logistic', 'max_iter': 20000, 'alpha': 1e-05, 'learning_rate_init': 0.001, 'hidden_layer_sizes': (2,)}",83,0.5561796644004093,0.5596519551524561,0.5961259191228085,0.5479400009802313,0.5201820765149996,0.5700637230166581,0.5462639675516436,0.5633834619387702,0.5609787591223765,0.559657399244786,0.4382410501487455,2.0038510693979927e-06,0.024546320047996596,0.007187647581931729
1,1.0494572162628173,0.0004896163940429687,0.5890851497297958,0.5991736057689379,logistic,1e-05,"(2,)",0.001,20000,lbfgs,"{'solver': 'lbfgs', 'activation': 'logistic', 'max_iter': 20000, 'alpha': 1e-05, 'learning_rate_init': 0.001, 'hidden_layer_sizes': (2,)}",1,0.6063905054357966,0.5967103530818436,0.5938878703788236,0.596145948843315,0.5514253931057422,0.6079918878526028,0.5899883940476137,0.5996676315176019,0.6037335856810023,0.595352207549326,0.25642883353388857,8.681317783747678e-06,0.019779743460626737,0.004644212849558715
2,0.6831677436828614,0.0004646778106689453,0.5557999546210807,0.562086567652262,logistic,1e-05,"(2,)",0.01,20000,sgd,"{'solver': 'sgd', 'activation': 'logistic', 'max_iter': 20000, 'alpha': 1e-05, 'learning_rate_init': 0.01, 'hidden_layer_sizes': (2,)}",84,0.5577650998079915,0.5611434670236582,0.599717840537585,0.5589834315280248,0.5245272768548883,0.5699772475324377,0.5434670515176595,0.5597146555393011,0.5535225043872793,0.560614036637888,0.07375652069307537,2.062010603946653e-06,0.024770588011489153,0.004014375075463995
3,0.8260541915893554,0.0004961967468261718,0.5881248996330815,0.598810318473003,logistic,1e-05,"(2,)",0.01,20000,lbfgs,"{'solver': 'lbfgs', 'activation': 'logistic', 'max_iter': 20000, 'alpha': 1e-05, 'learning_rate_init': 0.01, 'hidden_layer_sizes': (2,)}",5,0.6032325749915481,0.5957999047954755,0.5938331047906342,0.59618452177522,0.5504110073996537,0.6072477278940376,0.5904067589222312,0.5994918906004236,0.6027410520613402,0.5953275472998586,0.41732761850611416,1.7244372638390664e-05,0.019503855628432615,0.00446635225112078
4,0.17075223922729493,0.0004619598388671875,0.41737014037661363,0.435710104723082,logistic,1e-05,"(2,)",0.1,20000,sgd,"{'solver': 'sgd', 'activation': 'logistic', 'max_iter': 20000, 'alpha': 1e-05, 'learning_rate_init': 0.1, 'hidden_layer_sizes': (2,)}",108,0.5729590319044391,0.5762937402804336,-0.0011126563208136986,7.124771528088658e-05,0.5162803750426074,0.5683267061172121,0.49415559666595843,0.5185174932566365,0.504568354590877,0.5153413362458472,0.09189934690316029,2.6532035337912667e-06,0.21100640922965308,0.21923974635840762
5,0.7233988285064697,0.0004878044128417969,0.5883556145497315,0.5989307484387764,logistic,1e-05,"(2,)",0.1,20000,lbfgs,"{'solver': 'lbfgs', 'activation': 'logistic', 'max_iter': 20000, 'alpha': 1e-05, 'learning_rate_init': 0.1, 'hidden_layer_sizes': (2,)}",4,0.6033033317939991,0.5957802228810436,0.5925382284960481,0.5960147452094364,0.5515616156989036,0.6080388262363716,0.5903542224587736,0.5994461735992486,0.604020674300933,0.5953737742677818,0.21547512907447047,1.6329149065161916e-05,0.019204767076202823,0.0047812905295467265
6,5.180706596374511,0.00047435760498046873,0.560347028889096,0.5655516993121615,logistic,1e-05,"(3,)",0.001,20000,sgd,"{'solver': 'sgd', 'activation': 'logistic', 'max_iter': 20000, 'alpha': 1e-05, 'learning_rate_init': 0.001, 'hidden_layer_sizes': (3,)}",71,0.5637393562605996,0.5663656303308917,0.6069841951993244,0.56148618551002,0.5281041368591817,0.5796802641644001,0.5357931163177456,0.5559600981256909,0.5671143398086291,0.5642663184298049,0.5370904784821721,1.2936267820597208e-06,0.027838205303284992,0.007879825484052265
7,1.560799789428711,0.000508260726928711,0.5873073866975063,0.6059687617477667,logistic,1e-05,"(3,)",0.001,20000,lbfgs,"{'solver': 'lbfgs', 'activation': 'logistic', 'max_iter': 20000, 'alpha': 1e-05, 'learning_rate_init': 0.001, 'hidden_layer_sizes': (3,)}",17,0.6010902931544344,0.6028489796866514,0.6079462309068498,0.6033836479471837,0.5406405003416095,0.6187820611266478,0.5888744098104446,0.6048352161341188,0.5979854992741929,0.5999939038442319,0.7744679394888327,7.577661116494576e-06,0.024125531424153322,0.006596671085772107
8,0.816219425201416,0.0004945755004882813,0.5611286359470908,0.5712252253217438,logistic,1e-05,"(3,)",0.01,20000,sgd,"{'solver': 'sgd', 'activation': 'logistic', 'max_iter': 20000, 'alpha': 1e-05, 'learning_rate_init': 0.01, 'hidden_layer_sizes': (3,)}",70,0.5530137601347452,0.5625773931676805,0.605792867888628,0.5674107470273186,0.5193329119344027,0.5832631315134789,0.5520198501389904,0.5711002837731056,0.575483789638688,0.5717745711271356,0.12536783238732968,4.07280347780437e-05,0.028624003167024844,0.0068492893399093955
9,1.3435404300689697,0.0005029678344726562,0.586492390566937,0.6061992948376128,logistic,1e-05,"(3,)",0.01,20000,lbfgs,"{'solver': 'lbfgs', 'activation': 'logistic', 'max_iter': 20000, 'alpha': 1e-05, 'learning_rate_init': 0.01, 'hidden_layer_sizes': (3,)}",27,0.604410893364981,0.6043820357343588,0.6001761229117972,0.6004800801644433,0.5384832712182748,0.6196521547788054,0.5888576762660487,0.6048325054962786,0.6005339890735836,0.6016496980141779,0.5127786942646572,2.11427681707338e-06,0.024559942504426432,0.006921823922679563
10,0.22623119354248047,0.0004754066467285156,0.5449531503568508,0.5414769002051053,logistic,1e-05,"(3,)",0.1,20000,sgd,"{'solver': 'sgd', 'activation': 'logistic', 'max_iter': 20000, 'alpha': 1e-05, 'learning_rate_init': 0.1, 'hidden_layer_sizes': (3,)}",96,0.566195797954209,0.5734985367432077,0.5986138671902097,0.5719075420099653,0.4418258943392288,0.4567870212665345,0.5444429206929451,0.5488933592510743,0.5736872716076611,0.556298041754745,0.07545209189844097,6.888605523979619e-06,0.05439092497853999,0.043355403039249445
11,2.3401192665100097,0.0005777359008789062,0.5842637968924808,0.6055132011285467,logistic,1e-05,"(3,)",0.1,20000,lbfgs,"{'solver': 'lbfgs', 'activation': 'logistic', 'max_iter': 20000, 'alpha': 1e-05, 'learning_rate_init': 0.1, 'hidden_layer_sizes': (3,)}",48,0.6017269568453487,0.6026838763780804,0.6035876204478272,0.6042388948987183,0.5477169984920169,0.6157991220289805,0.5724072062611811,0.5964253775864172,0.5958802024160299,0.6084187347505374,0.9665970379903445,0.00010066408496374373,0.02139887943022963,0.006425881512171882
12,4.727130556106568,0.0004649639129638672,0.554706730553779,0.558391324128077,logistic,0.0001,"(2,)",0.001,20000,sgd,"{'solver': 'sgd', 'activation': 'logistic', 'max_iter': 20000, 'alpha': 0.0001, 'learning_rate_init': 0.001, 'hidden_layer_sizes': (2,)}",87,0.5539804690178116,0.5563801268901037,0.6008681955097224,0.5560428310669219,0.518759072769768,0.564982691919695,0.5386841518678691,0.5571802670107708,0.5612417636037231,0.5573707037528937,0.4588001850401676,1.6818229759739303e-06,0.02728762388909602,0.0033321101015519002
