,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_metric,param_n_neighbors,param_weights,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.003000164031982422,0.008889436721801758,0.22985720962998307,1.0,euclidean,1,uniform,"{'n_neighbors': 1, 'metric': 'euclidean', 'weights': 'uniform'}",81,0.28586090399147857,1.0,0.1195589163373234,1.0,0.26297753988245176,1.0,0.2798915467151054,1.0,0.20099714122355627,1.0,0.0010519681406157646,0.004915634444270782,0.06282582589574649,0.0
1,0.0021488189697265623,0.005306386947631836,0.22985720962998307,1.0,euclidean,1,distance,"{'n_neighbors': 1, 'metric': 'euclidean', 'weights': 'distance'}",81,0.28586090399147857,1.0,0.1195589163373234,1.0,0.26297753988245176,1.0,0.2798915467151054,1.0,0.20099714122355627,1.0,5.14052572818498e-05,0.00015249365638564746,0.06282582589574649,0.0
2,0.0021245479583740234,0.005521202087402343,0.39397760965120726,0.8056369171524649,euclidean,2,uniform,"{'n_neighbors': 2, 'metric': 'euclidean', 'weights': 'uniform'}",75,0.3990916405495748,0.8053756033676085,0.3390906022374426,0.8094857601487453,0.42379040722082284,0.8081729170522991,0.40502872014642377,0.8015603925260256,0.40288667810177237,0.8035899126676458,4.495262023249186e-05,0.000150549853061679,0.028736869480266398,0.0029024628571944597
3,0.003334665298461914,0.0076181888580322266,0.3935297013376975,1.0,euclidean,2,distance,"{'n_neighbors': 2, 'metric': 'euclidean', 'weights': 'distance'}",77,0.40158658989547713,1.0,0.3337764997094754,1.0,0.4291344518297181,1.0,0.40188448444623115,1.0,0.40126648080758565,1.0,0.0010046765946144915,0.0018138187715424276,0.031726068060857475,0.0
4,0.002849245071411133,0.007613372802734375,0.45722779106840006,0.7341686025237755,euclidean,3,uniform,"{'n_neighbors': 3, 'metric': 'euclidean', 'weights': 'uniform'}",67,0.44604134708641874,0.7293836963693647,0.4393603038211733,0.7361875579211752,0.47283435566128673,0.7341032817330548,0.4570747167675313,0.7342933467351003,0.47082823200559043,0.7368751298601826,0.0008662771481490938,0.0013004102342383304,0.013213204859619417,0.0026197948755536356
5,0.002168893814086914,0.006154346466064453,0.45696788511942865,1.0,euclidean,3,distance,"{'n_neighbors': 3, 'metric': 'euclidean', 'weights': 'distance'}",69,0.4487514941132321,1.0,0.4323934579796005,1.0,0.47784942179216117,1.0,0.4536089451318427,1.0,0.4722361065803071,1.0,6.099323233576362e-05,0.00028204236300464087,0.01644293884103895,0.0
6,0.0021968364715576174,0.006454753875732422,0.5104224915650051,0.6773571849945309,euclidean,5,uniform,"{'n_neighbors': 5, 'metric': 'euclidean', 'weights': 'uniform'}",57,0.4871877949471999,0.6821930724870293,0.5384743047960658,0.675352739824185,0.5271838790931991,0.6739934269116586,0.49378661163578763,0.6791271004508865,0.505479867352773,0.676119585298895,0.00011696460724717363,0.0002449589292388682,0.019539096701049127,0.0029455977475004525
7,0.0022060394287109373,0.00646052360534668,0.5096558694441977,1.0,euclidean,5,distance,"{'n_neighbors': 5, 'metric': 'euclidean', 'weights': 'distance'}",59,0.4901175316761628,1.0,0.5286382753011489,1.0,0.5283532452000514,1.0,0.4925953268721692,1.0,0.5085749681714564,1.0,0.0001273921493066689,0.00035334755034154583,0.016636710584877246,0.0
8,0.002203226089477539,0.006815338134765625,0.5272260000573341,0.6504675110786607,euclidean,7,uniform,"{'n_neighbors': 7, 'metric': 'euclidean', 'weights': 'uniform'}",49,0.5035613614729034,0.6501458781334497,0.5493143227853607,0.6465025394380688,0.5516770121146695,0.6518581732124926,0.5011578969056512,0.6537154951900117,0.5304194070080862,0.650115469419281,6.814918896975895e-05,0.00020223290695230096,0.02161251933846231,0.0023846057598749756
9,0.0023869037628173827,0.007111263275146484,0.5270675339872041,1.0,euclidean,7,distance,"{'n_neighbors': 7, 'metric': 'euclidean', 'weights': 'distance'}",51,0.5073780150430456,1.0,0.544270224193286,1.0,0.5496761293507038,1.0,0.5018793317513357,1.0,0.5321339695976494,1.0,0.00030650937490065214,0.0003557880889699674,0.019260698806424725,0.0
10,0.002338075637817383,0.007299566268920898,0.532725505572443,0.6311999179282365,euclidean,9,uniform,"{'n_neighbors': 9, 'metric': 'euclidean', 'weights': 'uniform'}",38,0.5158184401376122,0.6290475144994898,0.5575202214412759,0.6345852180383924,0.5564694528234737,0.6277608175329435,0.490291974147089,0.636309123922812,0.5435274393127643,0.6282969156475453,0.0002587746800196897,0.00042028367614011485,0.026006492225789796,0.003534173652256238
11,0.002300548553466797,0.007984638214111328,0.5336310850345519,1.0,euclidean,9,distance,"{'n_neighbors': 9, 'metric': 'euclidean', 'weights': 'distance'}",34,0.5174270418002797,1.0,0.55526500892452,1.0,0.5560116736854842,1.0,0.4953623929182196,1.0,0.5440893078442561,1.0,0.00015407843054781388,0.0012681054756894837,0.023686940068355766,0.0
12,0.0022112369537353516,0.007300186157226563,0.5361188317884528,0.6161430403859309,euclidean,11,uniform,"{'n_neighbors': 11, 'metric': 'euclidean', 'weights': 'uniform'}",26,0.5104140294074342,0.6156411820808012,0.563953194231248,0.6184850638521395,0.5592430270763509,0.6107910457338073,0.49198896897032374,0.6208248184213456,0.5549949392569071,0.6149730918415608,8.241749228600851e-05,0.00014242954304200537,0.02923685766721343,0.00339613331895039
13,0.002170562744140625,0.00755763053894043,0.5381409100883998,1.0,euclidean,11,distance,"{'n_neighbors': 11, 'metric': 'euclidean', 'weights': 'distance'}",18,0.5144275914314105,1.0,0.5630162798947363,1.0,0.5601745176683233,1.0,0.49757562965854096,1.0,0.5555105317889877,1.0,3.4287211194725166e-05,0.0002043852221323891,0.026884311789929085,0.0
14,0.002246570587158203,0.007813358306884765,0.5373594968972238,0.6074423394960593,euclidean,13,uniform,"{'n_neighbors': 13, 'metric': 'euclidean', 'weights': 'uniform'}",22,0.50746248054656,0.608440736825466,0.5718930622812084,0.6069704241634828,0.5614271525262613,0.6028078075826611,0.4937011884608694,0.6144725756160294,0.5523136006712204,0.6045201532926576,0.00017104039193177449,0.0003386794316017565,0.030968771003987393,0.004016510412651197
15,0.002160787582397461,0.007711982727050782,0.539991758087815,1.0,euclidean,13,distance,"{'n_neighbors': 13, 'metric': 'euclidean', 'weights': 'distance'}",11,0.5127612036059337,1.0,0.5705217548419201,1.0,0.5626964296896031,1.0,0.4989120614421767,1.0,0.5550673408594415,1.0,4.104457377162047e-05,0.0002122586715157151,0.028649260319049245,0.0
16,0.0021617889404296877,0.008028554916381835,0.5381461385324785,0.6008913173686382,euclidean,15,uniform,"{'n_neighbors': 15, 'metric': 'euclidean', 'weights': 'uniform'}",16,0.5129927562041341,0.6022828883311996,0.5718750075159631,0.5965633844755858,0.5566550401156825,0.5987818065563799,0.5007899778933813,0.6078566683273223,0.5484179109332317,0.5989718391527032,5.36736089729423e-05,5.589711256780385e-05,0.026884570776653943,0.003932378906889175
17,0.0022396087646484376,0.008468055725097656,0.5415847593999635,1.0,euclidean,15,distance,"{'n_neighbors': 15, 'metric': 'euclidean', 'weights': 'distance'}",4,0.5175649067334731,1.0,0.5731191206446442,1.0,0.5598399051343596,1.0,0.505185175282689,1.0,0.5522146892046522,1.0,0.00017877499474289004,0.0010086421069160814,0.02585553998112248,0.0
18,0.002190256118774414,0.008108425140380859,0.5393690901931424,0.5926375533949244,euclidean,17,uniform,"{'n_neighbors': 17, 'metric': 'euclidean', 'weights': 'uniform'}",13,0.5152331113425406,0.5934978494192009,0.5751744528384719,0.5865972332727049,0.5557575432380688,0.5893677690352102,0.501660992103097,0.6016590312928515,0.5490193514435338,0.5920658839546546,8.616997627886397e-05,0.00012077536900498023,0.027011771753127578,0.005091776420838474
19,0.0021835803985595704,0.008297252655029296,0.5432669804429512,1.0,euclidean,17,distance,"{'n_neighbors': 17, 'metric': 'euclidean', 'weights': 'distance'}",2,0.519420864006599,1.0,0.5775923605453368,1.0,0.5599395665636457,1.0,0.506114538042868,1.0,0.5532675730563066,1.0,5.8718115666049095e-05,0.00018004940470298225,0.02647700868727844,0.0
20,0.002158832550048828,0.00838298797607422,0.5360106442119936,0.5844819847772437,euclidean,19,uniform,"{'n_neighbors': 19, 'metric': 'euclidean', 'weights': 'uniform'}",30,0.5116057183457414,0.583949225832854,0.5737332710644591,0.577186821115704,0.553405349291741,0.58195383101959,0.49486529718311856,0.5938015042741565,0.546443585174908,0.5855185416439141,5.6406107252886756e-05,9.266682117101776e-05,0.02871570506625677,0.005437328390947053
21,0.002173185348510742,0.008655023574829102,0.5412337161046088,1.0,euclidean,19,distance,"{'n_neighbors': 19, 'metric': 'euclidean', 'weights': 'distance'}",6,0.5173645293589256,1.0,0.577842824562133,1.0,0.5579652997563495,1.0,0.5011411646783357,1.0,0.551854762167301,1.0,3.581647022646384e-05,0.0003900269532445321,0.027964728100893257,0.0
