,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_alpha,param_degree,param_gamma,param_kernel,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.3451206207275391,0.012726545333862305,0.5614800166676729,0.575813164660697,0.01,2,0.1,polynomial,"{'alpha': 0.01, 'gamma': 0.1, 'degree': 2, 'kernel': 'polynomial'}",93,0.5684583333829609,0.5749695306862498,0.5852417492967397,0.5673010666938023,0.5321052327669777,0.5844012851584508,0.5544557562382453,0.5783808416587677,0.5671390116534409,0.5740130991062146,0.021899418211816818,0.0009081551644264555,0.017649698183006043,0.005599223962865724
1,0.32532057762145994,0.012610435485839844,0.5687555575514682,0.5865455519250093,0.01,2,0.3,polynomial,"{'alpha': 0.01, 'gamma': 0.3, 'degree': 2, 'kernel': 'polynomial'}",47,0.5793794610279255,0.5843451443703237,0.5891198518251346,0.5778111542702257,0.5338066631434242,0.5974117073594625,0.5647113383672099,0.587969337097672,0.5767604733936468,0.5851904165273633,0.015816972097621465,0.00031353263323577566,0.019128154187672466,0.006372886094826282
2,0.31847190856933594,0.012671995162963866,0.5693543758099666,0.5900627192120266,0.01,2,0.5,polynomial,"{'alpha': 0.01, 'gamma': 0.5, 'degree': 2, 'kernel': 'polynomial'}",41,0.5840477784684368,0.5874150650256447,0.583822248320021,0.5812332629222079,0.5327016555335933,0.6016244490613258,0.5687486149300558,0.5908942910183999,0.5774515817977264,0.5891465280325544,0.00822943004684685,0.0009624265955832522,0.019154994186170036,0.006635870494805628
3,0.31828885078430175,0.012216758728027344,0.5670552090513588,0.5918034195372849,0.01,2,0.7,polynomial,"{'alpha': 0.01, 'gamma': 0.7, 'degree': 2, 'kernel': 'polynomial'}",56,0.5861628342238774,0.5888931764320628,0.5699145649587078,0.582938032357217,0.5319477325365937,0.6036048165728127,0.5708169915516323,0.5923392476620575,0.5764339219859829,0.5912418246622744,0.006513317437677234,0.00028908751276967193,0.018482009777416483,0.006737062822285475
4,0.31670122146606444,0.012636947631835937,0.5620328110656939,0.5928763378938908,0.01,2,0.9,polynomial,"{'alpha': 0.01, 'gamma': 0.9, 'degree': 2, 'kernel': 'polynomial'}",90,0.5873037302197173,0.5897415494901488,0.5445064667315671,0.5840113188850155,0.5313508545752997,0.6048070064934666,0.5719797944868721,0.5932547453309113,0.5750232093150136,0.5925670692699122,0.0024606826766917582,0.00020282347978189884,0.020759901158450278,0.006796986874594235
5,0.3399224758148193,0.013060712814331054,0.5584017873397468,0.5932771160002799,0.01,2,1,polynomial,"{'alpha': 0.01, 'gamma': 1, 'degree': 2, 'kernel': 'polynomial'}",112,0.5876851789378614,0.590040557248593,0.5266209533396018,0.5844222358100968,0.5310500622450185,0.6052582571286363,0.5723505668590129,0.5936053543897515,0.5743021753172394,0.5930591754243215,0.015036093534589495,0.0007508242007547367,0.024750943767067875,0.006820369447591314
6,0.48103899955749513,0.06204204559326172,0.5636031676663208,0.5841774590708215,0.01,3,0.1,polynomial,"{'alpha': 0.01, 'gamma': 0.1, 'degree': 3, 'kernel': 'polynomial'}",82,0.5731371014597643,0.5823923550838859,0.5838720730110413,0.5749912592200892,0.5311581743503391,0.5938651538428206,0.5591961699784573,0.5864484451825436,0.5706523195320021,0.5831900820247685,0.007587311945045715,0.0025298310335670586,0.018019512642529333,0.006124648321134734
7,0.4788766860961914,0.060228395462036136,0.5657588204560703,0.599214684654958,0.01,3,0.3,polynomial,"{'alpha': 0.01, 'gamma': 0.3, 'degree': 3, 'kernel': 'polynomial'}",69,0.5888082251375967,0.5956913460619879,0.5723948276718714,0.5903094583679638,0.5285683547892833,0.6096849073601277,0.5656973224948969,0.6014827398921325,0.5733253721867035,0.5989049715925775,0.01232069978437399,0.0017868277342453316,0.020078340925210793,0.006427791693871547
8,0.4922983646392822,0.06199517250061035,0.5521823682658697,0.6049225780808773,0.01,3,0.5,polynomial,"{'alpha': 0.01, 'gamma': 0.5, 'degree': 3, 'kernel': 'polynomial'}",130,0.5916968620482258,0.6014029028336888,0.5072960926883612,0.5966949487589834,0.528651826456795,0.614434796515658,0.5645321533619325,0.6070158778240383,0.5687349067740342,0.6050643644720184,0.03342992514079856,0.0043111718983000836,0.030187292276412318,0.00591551020370301
9,0.4735883235931396,0.059946870803833006,0.5336132350343007,0.6083604347635033,0.01,3,0.7,polynomial,"{'alpha': 0.01, 'gamma': 0.7, 'degree': 3, 'kernel': 'polynomial'}",155,0.5892575183521329,0.6054578699734401,0.4259918530525826,0.6003108813565096,0.5283757106043598,0.617230138991549,0.5606905519643348,0.6104527830157425,0.5637505411980932,0.6083505004802752,0.004007290058997832,0.0012530871044215785,0.057179573455393956,0.005590525295608675
